"ID","rodada","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"8137","12","24/06/2023","18:30","Fluminense","Bahia","4-2-3-1","4-4-2","E. de Barros","R. Alves Paiva","Fluminense"," Maracanã","2","1","RJ","BA"
"8138","12","24/06/2023","18:30","Fortaleza","Atletico-MG","3-5-2","4-3-3","J. Vojvoda","L. Scolari","Fortaleza","Arena Castelão","2","1","CE","MG"
"8139","12","24/06/2023","21:00","Cruzeiro","Sao Paulo","4-3-3","4-2-3-1","P. Marques da Costa Filipe","D. Silvestre Júnior","Cruzeiro","Estádio Raimundo Sampaio","1","0","MG","SP"
"8140","12","25/06/2023","16:00","Palmeiras","Botafogo-RJ","4-2-3-1","4-2-3-1","A. Moreira Ferreira","L. Ribeiro de Castro","Botafogo-RJ","Allianz Parque","0","1","SP","RJ"
"8141","12","25/06/2023","16:01","Gremio","Coritiba","4-2-3-1","3-1-4-2","Renato Gaúcho","A. Zago","Gremio","Arena do Grêmio","5","1","RS","PR"
"8144","12","25/06/2023","18:29","Bragantino","Goias","3-2-4-1","4-5-1","P. Faria Caixinha","A. Evangelista Macedo Freitas","Bragantino","Nabizão","2","0","SP","GO"
"8142","12","25/06/2023","18:30","America-MG","Internacional","4-3-3","4-2-3-1","V. Carmo Mancini","L. Venker de Menezes","Internacional","Estádio Raimundo Sampaio","1","2","MG","RS"
"8143","12","25/06/2023","18:30","Santos","Flamengo","4-2-3-1","4-3-3","C. Salenave Santiago","J. Sampaoli Moya","Flamengo","Estádio Urbano Caldeira","2","3","SP","RJ"
"8145","12","26/06/2023","21:00","Vasco","Cuiaba","4-3-3","4-3-3","W. B. de Almeida","A. Cardoso de Oliveira","Vasco","Luso-Brasileiro","1","0","RJ","MT"
"8146","13","01/07/2023","16:01","Sao Paulo","Fluminense","4-1-2-1-2","4-2-3-1","D. Silvestre Júnior","E. de Barros","Sao Paulo"," Morumbi","1","0","SP","RJ"
"8147","13","01/07/2023","18:30","Flamengo","Fortaleza","4-2-2-2","5-3-2","J. Sampaoli Moya","J. Vojvoda","Flamengo"," Maracanã","2","0","RJ","CE"
"8148","13","01/07/2023","18:30","Bahia","Gremio","4-4-2","5-4-1","R. Alves Paiva","Renato Gaúcho","Gremio","Itaipava Arena Fonte Nova","1","2","BA","RS"
"8149","13","01/07/2023","21:00","Internacional","Cruzeiro","4-2-3-1","4-1-4-1","L. Venker de Menezes","P. Marques da Costa Filipe","-","Estádio Beira-Rio","0","0","RS","MG"
"8150","13","02/07/2023","11:00","Corinthians","Bragantino","4-3-3","4-1-2-1-2","V. Luxemburgo da Silva","P. Faria Caixinha","Bragantino","Neo Química Arena","0","1","SP","SP"
"8151","13","02/07/2023","16:00","Botafogo-RJ","Vasco","4-2-3-1","4-2-3-1","C. da Silva","W. B. de Almeida","Botafogo-RJ","Estádio Nilton Santos","2","0","RJ","RJ"
"8152","13","02/07/2023","16:00","Atletico-MG","America-MG","4-3-3","4-4-2","L. Scolari","V. Carmo Mancini","-"," Mineirão","2","2","MG","MG"
"8153","13","02/07/2023","16:00","Athletico-PR","Palmeiras","3-4-2-1","3-5-2","W. Carvalho","J. M. Barreto Martins","-","Ligga Arena","2","2","PR","SP"
"8154","13","02/07/2023","18:32","Cuiaba","Santos","4-3-3","4-2-3-1","B. Lazaroni","P. Turra","Cuiaba","Arena Pantanal","3","0","MT","SP"
"8155","13","03/07/2023","19:59","Goias","Coritiba","4-2-3-1","4-1-4-1","A. Evangelista Macedo Freitas","T. Kosloski","Coritiba","Estádio Hailé Pinheiro - Serrinha","1","2","GO","PR"
"8156","14","08/07/2023","15:59","Cuiaba","Bahia","4-3-3","5-4-1","A. Cardoso de Oliveira","R. Alves Paiva","-","Arena Pantanal","1","1","MT","BA"
"8157","14","08/07/2023","16:00","Vasco","Cruzeiro","3-4-2-1","4-1-4-1","W. B. de Almeida","P. Marques da Costa Filipe","Cruzeiro","Estádio São Januário","0","1","RJ","MG"
"8158","14","08/07/2023","18:30","Atletico-MG","Corinthians","4-2-3-1","5-3-2","A. C. Pracidelli","V. Luxemburgo da Silva","Corinthians"," Mineirão","0","1","MG","SP"
"8159","14","08/07/2023","18:30","Coritiba","America-MG","4-1-4-1","4-5-1","T. Kosloski","V. Carmo Mancini","Coritiba"," Couto Pereira","3","1","PR","MG"
"8160","14","08/07/2023","21:00","Palmeiras","Flamengo","4-2-3-1","4-3-3","A. Moreira Ferreira","J. Sampaoli Moya","-","Allianz Parque","1","1","SP","RJ"
"8161","14","09/07/2023","11:00","Santos","Goias","4-2-3-1","4-2-3-1","P. Turra","A. Evangelista Macedo Freitas","Santos","Estádio Urbano Caldeira","4","3","SP","GO"
"8163","14","09/07/2023","15:59","Bragantino","Sao Paulo","4-3-3","4-3-3","P. Faria Caixinha","D. Silvestre Júnior","-","Nabizão","0","0","SP","SP"
"8162","14","09/07/2023","16:00","Fluminense","Internacional","4-4-2","4-3-3","F. Diniz Silva","L. Venker de Menezes","Fluminense"," Maracanã","2","0","RJ","RS"
"8164","14","09/07/2023","18:30","Fortaleza","Athletico-PR","3-4-1-2","3-4-2-1","J. Vojvoda","W. Carvalho","Fortaleza","Arena Castelão","1","0","CE","PR"
"8165","14","09/07/2023","18:31","Gremio","Botafogo-RJ","3-4-2-1","4-2-3-1","Renato Gaúcho","C. da Silva","Botafogo-RJ","Arena do Grêmio","0","2","RS","RJ"
"8166","15","15/07/2023","21:00","Botafogo-RJ","Bragantino","4-2-3-1","4-2-2-2","C. da Silva","P. Faria Caixinha","Botafogo-RJ","Estádio Nilton Santos","2","0","RJ","SP"
"8167","15","16/07/2023","10:59","Cruzeiro","Coritiba","4-1-4-1","4-1-4-1","P. Marques da Costa Filipe","T. Kosloski","-","Estádio Raimundo Sampaio","0","0","MG","PR"
"8168","15","16/07/2023","16:00","Fortaleza","Cuiaba","3-4-1-2","4-3-3","J. Vojvoda","A. Cardoso de Oliveira","Cuiaba","Arena Castelão","0","1","CE","MT"
"8169","15","16/07/2023","16:00","Fluminense","Flamengo","4-2-3-1","4-2-3-1","F. Diniz Silva","J. Sampaoli Moya","-"," Maracanã","0","0","RJ","RJ"
"8170","15","16/07/2023","16:00","Sao Paulo","Santos","4-2-3-1","4-2-3-1","D. Silvestre Júnior","F. Paiva Endres","Sao Paulo"," Morumbi","4","1","SP","SP"
"8171","15","16/07/2023","18:30","Athletico-PR","Bahia","4-2-3-1","4-2-3-1","W. Carvalho","R. Alves Paiva","Athletico-PR","Ligga Arena","2","0","PR","BA"
"8172","15","16/07/2023","18:30","Internacional","Palmeiras","4-2-3-1","4-3-3","L. Venker de Menezes","A. Moreira Ferreira","-","Estádio Beira-Rio","0","0","RS","SP"
"8173","15","17/07/2023","19:59","Goias","Atletico-MG","4-5-1","4-2-3-1","A. Evangelista Macedo Freitas","L. Scolari","-","Estádio Hailé Pinheiro - Serrinha","0","0","GO","MG"
"8176","16","22/07/2023","16:00","Palmeiras","Fortaleza","4-2-3-1","4-1-4-1","A. Moreira Ferreira","J. Vojvoda","Palmeiras","Allianz Parque","3","1","SP","CE"
"8177","16","22/07/2023","16:00","Flamengo","America-MG","4-2-3-1","4-3-3","J. Sampaoli Moya","V. Carmo Mancini","-"," Maracanã","1","1","RJ","MG"
"8178","16","22/07/2023","18:30","Cuiaba","Sao Paulo","4-3-3","4-2-3-1","B. Lazaroni","D. Silvestre Júnior","Cuiaba","Arena Pantanal","2","1","MT","SP"
"8179","16","22/07/2023","18:31","Bahia","Corinthians","4-3-1-2","3-4-2-1","R. Alves Paiva","V. Luxemburgo da Silva","-","Itaipava Arena Fonte Nova","0","0","BA","SP"
"8180","16","22/07/2023","21:00","Gremio","Atletico-MG","3-4-2-1","4-4-1-1","Renato Gaúcho","L. Scolari","Gremio","Arena do Grêmio","1","0","RS","MG"
"8181","16","23/07/2023","16:00","Bragantino","Internacional","4-3-3","4-2-3-1","P. Faria Caixinha","E. Coudet","-","Nabizão","0","0","SP","RS"
"8183","16","23/07/2023","16:00","Cruzeiro","Goias","4-1-4-1","4-2-3-1","P. Marques da Costa Filipe","A. Evangelista Macedo Freitas","Goias","Estádio Raimundo Sampaio","0","1","MG","GO"
"8182","16","23/07/2023","16:02","Santos","Botafogo-RJ","4-3-3","4-2-3-1","P. Turra","B. Nascimento","-","Estádio Urbano Caldeira","2","2","SP","RJ"
"8184","16","23/07/2023","18:30","Vasco","Athletico-PR","4-3-3","3-4-2-1","R. Díaz","W. Carvalho","Athletico-PR","Estádio São Januário","0","2","RJ","PR"
"8185","16","24/07/2023","19:01","Coritiba","Fluminense","4-1-4-1","4-3-3","T. Kosloski","F. Diniz Silva","Coritiba"," Couto Pereira","2","0","PR","RJ"
"8186","17","29/07/2023","16:00","Fluminense","Santos","4-2-3-1","4-2-3-1","F. Diniz Silva","P. Turra","Fluminense"," Maracanã","1","0","RJ","SP"
"8187","17","29/07/2023","16:00","Athletico-PR","Cruzeiro","4-3-3","4-3-3","W. Carvalho","P. Marques da Costa Filipe","-","Ligga Arena","3","3","PR","MG"
"8188","17","29/07/2023","16:00","Internacional","Cuiaba","4-1-2-1-2","4-3-3","E. Coudet","A. Cardoso de Oliveira","Cuiaba","Estádio Beira-Rio","1","2","RS","MT"
"8190","17","29/07/2023","18:30","Fortaleza","Bragantino","4-2-3-1","3-5-2","J. Vojvoda","P. Faria Caixinha","Bragantino","Arena Castelão","0","3","CE","SP"
"8189","17","29/07/2023","18:33","Corinthians","Vasco","4-3-3","3-5-2","V. Luxemburgo da Silva","R. Díaz","Corinthians","Neo Química Arena","3","1","SP","RJ"
"8191","17","29/07/2023","21:00","Atletico-MG","Flamengo","4-2-3-1","4-2-3-1","L. Scolari","J. Sampaoli Moya","Flamengo","Estádio Raimundo Sampaio","1","2","MG","RJ"
"8192","17","30/07/2023","11:02","Sao Paulo","Bahia","4-2-3-1","4-2-3-1","L. Silvestre","R. Alves Paiva","-"," Morumbi","0","0","SP","BA"
"8193","17","30/07/2023","16:00","America-MG","Palmeiras","4-2-3-1","4-2-3-1","V. Carmo Mancini","A. Moreira Ferreira","Palmeiras","Estádio Raimundo Sampaio","1","4","MG","SP"
"8194","17","30/07/2023","16:00","Botafogo-RJ","Coritiba","4-2-3-1","4-1-4-1","B. Nascimento","T. Kosloski","Botafogo-RJ","Estádio Nilton Santos","4","1","RJ","PR"
"8195","17","30/07/2023","18:29","Goias","Gremio","4-3-3","3-4-3","A. Evangelista Macedo Freitas","Renato Gaúcho","-","Estádio Hailé Pinheiro - Serrinha","1","1","GO","RS"
"8196","18","05/08/2023","16:00","Santos","Athletico-PR","4-3-3","4-2-3-1","P. Turra","W. Carvalho","-","Estádio Urbano Caldeira","1","1","SP","PR"
"8197","18","05/08/2023","18:32","Goias","Fortaleza","4-3-3","4-2-3-1","A. Evangelista Macedo Freitas","J. Vojvoda","Goias","Estádio Hailé Pinheiro - Serrinha","1","0","GO","CE"
"8198","18","05/08/2023","18:32","Internacional","Corinthians","4-4-2","4-3-3","E. Coudet","V. Luxemburgo da Silva","-","Estádio Beira-Rio","2","2","RS","SP"
"8199","18","05/08/2023","21:00","Fluminense","Palmeiras","4-4-2","4-2-3-1","F. Diniz Silva","A. Moreira Ferreira","Fluminense"," Maracanã","2","1","RJ","SP"
"8200","18","06/08/2023","16:00","Vasco","Gremio","4-1-4-1","4-2-3-1","R. Díaz","Renato Gaúcho","Vasco","Estádio São Januário","1","0","RJ","RS"
"8201","18","06/08/2023","16:02","Sao Paulo","Atletico-MG","4-2-3-1","4-2-3-1","D. Silvestre Júnior","L. Scolari","Atletico-MG"," Morumbi","0","2","SP","MG"
"8202","18","06/08/2023","18:30","Coritiba","Bragantino","4-1-4-1","4-3-3","T. Kosloski","P. Faria Caixinha","Bragantino"," Couto Pereira","0","1","PR","SP"
"8204","18","06/08/2023","18:30","Cruzeiro","Botafogo-RJ","4-3-3","4-2-3-1","S. De Azevedo Correia","B. Nascimento","-"," Mineirão","0","0","MG","RJ"
"8203","18","06/08/2023","18:31","Bahia","America-MG","4-2-3-1","4-3-3","R. Alves Paiva","V. Carmo Mancini","Bahia","Itaipava Arena Fonte Nova","3","1","BA","MG"
"8205","18","06/08/2023","20:00","Cuiaba","Flamengo","4-3-3","4-2-3-1","A. Cardoso de Oliveira","J. Sampaoli Moya","Cuiaba","Arena Pantanal","3","0","MT","RJ"
"8206","19","12/08/2023","21:01","Botafogo-RJ","Internacional","4-2-3-1","4-2-3-1","B. Nascimento","E. Coudet","Botafogo-RJ","Estádio Nilton Santos","3","1","RJ","RS"
"8207","19","13/08/2023","11:00","Atletico-MG","Bahia","4-2-3-1","4-2-3-1","L. Scolari","R. Alves Paiva","Atletico-MG"," Mineirão","1","0","MG","BA"
"8208","19","13/08/2023","15:59","America-MG","Goias","4-2-3-1","4-3-3","F. Bustos","A. Evangelista Macedo Freitas","Goias","Estádio Raimundo Sampaio","0","1","MG","GO"
"8210","19","13/08/2023","16:00","Gremio","Fluminense","4-4-2","4-2-3-1","Renato Gaúcho","F. Diniz Silva","Gremio","Arena do Grêmio","2","1","RS","RJ"
"8209","19","13/08/2023","16:01","Corinthians","Coritiba","4-2-3-1","4-1-4-1","V. Luxemburgo da Silva","W. Alves","Corinthians","Neo Química Arena","3","1","SP","PR"
"8211","19","13/08/2023","18:30","Fortaleza","Santos","4-3-3","4-2-3-1","J. Vojvoda","D. Aguirre Camblor","Fortaleza","Arena Castelão","4","0","CE","SP"
"8212","19","13/08/2023","18:30","Flamengo","Sao Paulo","4-2-3-1","4-2-3-1","J. Sampaoli Moya","D. Silvestre Júnior","-"," Maracanã","1","1","RJ","SP"
"8213","19","14/08/2023","19:01","Palmeiras","Cruzeiro","4-2-3-1","4-2-3-1","A. Moreira Ferreira","P. Marques da Costa Filipe","Palmeiras","Allianz Parque","1","0","SP","MG"
"8214","19","14/08/2023","21:00","Bragantino","Vasco","4-3-3","4-1-4-1","P. Faria Caixinha","R. Díaz","-","Nabizão","1","1","SP","RJ"
"8215","19","15/08/2023","20:00","Athletico-PR","Cuiaba","4-2-3-1","4-3-3","W. Carvalho","A. Cardoso de Oliveira","Athletico-PR","Ligga Arena","2","0","PR","MT"
"8217","20","19/08/2023","15:59","Internacional","Fortaleza","4-2-3-1","4-2-3-1","E. Coudet","J. Vojvoda","Fortaleza","Estádio Beira-Rio","0","1","RS","CE"
"8216","20","19/08/2023","16:02","Sao Paulo","Botafogo-RJ","4-2-3-1","4-2-3-1","L. Silvestre","B. Nascimento","-"," Morumbi","0","0","SP","RJ"
"8218","20","19/08/2023","18:30","Cuiaba","Palmeiras","4-3-3","4-2-3-1","A. Cardoso de Oliveira","A. Moreira Ferreira","Palmeiras","Arena Pantanal","0","2","MT","SP"
"8219","20","19/08/2023","18:30","Fluminense","America-MG","4-2-3-1","4-3-3","F. Diniz Silva","F. Bustos","Fluminense"," Maracanã","3","1","RJ","MG"
"8220","20","19/08/2023","21:00","Cruzeiro","Corinthians","4-2-3-1","4-3-3","P. Marques da Costa Filipe","V. Luxemburgo da Silva","-"," Mineirão","1","1","MG","SP"
"8221","20","20/08/2023","11:00","Vasco","Atletico-MG","4-1-4-1","4-2-3-1","R. Díaz","A. C. Pracidelli","Vasco"," Maracanã","1","0","RJ","MG"
"8223","20","20/08/2023","16:00","Bahia","Bragantino","4-2-3-1","4-2-3-1","R. Alves Paiva","P. Faria Caixinha","Bahia","Itaipava Arena Fonte Nova","4","0","BA","SP"
"8224","20","20/08/2023","16:00","Santos","Gremio","3-4-2-1","4-2-3-1","D. Aguirre Camblor","Renato Gaúcho","Santos","Estádio Urbano Caldeira","2","1","SP","RS"
"8222","20","20/08/2023","16:01","Coritiba","Flamengo","4-1-4-1","4-2-2-2","T. Kosloski","J. Sampaoli Moya","Flamengo"," Couto Pereira","2","3","PR","RJ"
"8225","20","21/08/2023","19:59","Goias","Athletico-PR","4-3-3","3-4-2-1","A. Evangelista Macedo Freitas","W. Carvalho","-","Estádio Hailé Pinheiro - Serrinha","1","1","GO","PR"
"8226","21","26/08/2023","18:31","Flamengo","Internacional","4-2-3-1","4-3-3","J. Sampaoli Moya","L. González","-"," Maracanã","0","0","RJ","RS"
"8227","21","26/08/2023","21:02","Corinthians","Goias","4-3-3","4-3-3","V. Luxemburgo da Silva","A. Evangelista Macedo Freitas","-","Neo Química Arena","1","1","SP","GO"
"8228","21","27/08/2023","11:00","Bragantino","Cuiaba","4-2-3-1","4-3-3","P. Faria Caixinha","A. Cardoso de Oliveira","Bragantino","Nabizão","2","0","SP","MT"
"8229","21","27/08/2023","16:00","Botafogo-RJ","Bahia","4-2-3-1","4-1-4-1","B. Nascimento","R. Alves Paiva","Botafogo-RJ","Estádio Nilton Santos","3","0","RJ","BA"
"8231","21","27/08/2023","16:00","America-MG","Sao Paulo","3-5-2","4-2-3-1","F. Bustos","D. Silvestre Júnior","America-MG","Estádio Raimundo Sampaio","2","1","MG","SP"
"8230","21","27/08/2023","16:01","Atletico-MG","Santos","4-2-3-1","4-2-3-1","L. Scolari","D. Aguirre Camblor","Atletico-MG","Arena MRV","2","0","MG","SP"
"8232","21","27/08/2023","18:30","Palmeiras","Vasco","4-2-3-1","4-1-4-1","A. Moreira Ferreira","R. Díaz","Palmeiras","Allianz Parque","1","0","SP","RJ"
"8233","21","27/08/2023","18:30","Fortaleza","Coritiba","4-2-3-1","4-1-4-1","J. Vojvoda","T. Kosloski","Fortaleza","Estádio Presidente Vargas","3","1","CE","PR"
"8234","21","27/08/2023","18:30","Athletico-PR","Fluminense","4-2-3-1","3-4-3","W. Carvalho","F. Diniz Silva","-","Ligga Arena","2","2","PR","RJ"
"8235","21","27/08/2023","18:59","Gremio","Cruzeiro","4-3-1-2","4-2-3-1","A. P. Mendes","P. Marques da Costa Filipe","Gremio","Arena do Grêmio","3","0","RS","MG"
"8236","22","02/09/2023","15:59","Goias","Internacional","4-3-3","4-2-3-1","A. Evangelista Macedo Freitas","E. Coudet","-","Estádio Hailé Pinheiro - Serrinha","0","0","GO","RS"
"8237","22","02/09/2023","16:00","Athletico-PR","Atletico-MG","4-3-3","4-2-3-1","W. Carvalho","L. Scolari","-","Ligga Arena","1","1","PR","MG"
"8238","22","02/09/2023","21:18","Botafogo-RJ","Flamengo","4-2-3-1","4-2-3-1","B. Nascimento","J. Sampaoli Moya","Flamengo","Estádio Nilton Santos","1","2","RJ","RJ"
"8239","22","03/09/2023","11:00","Gremio","Cuiaba","4-1-2-1-2","3-4-3","Renato Gaúcho","A. Cardoso de Oliveira","Gremio","Arena do Grêmio","2","0","RS","MT"
"8241","22","03/09/2023","16:00","Fluminense","Fortaleza","4-4-2","4-2-3-1","F. Diniz Silva","J. Vojvoda","Fluminense","Estádio Municipal General Raulino de Oliveira","1","0","RJ","CE"
"8240","22","03/09/2023","16:03","Corinthians","Palmeiras","4-2-3-1","4-2-3-1","V. Luxemburgo da Silva","A. Moreira Ferreira","-","Neo Química Arena","0","0","SP","SP"
"8242","22","03/09/2023","18:30","Bahia","Vasco","4-1-4-1","4-1-4-1","R. Alves Paiva","R. Díaz","-","Itaipava Arena Fonte Nova","1","1","BA","RJ"
"8243","22","03/09/2023","18:30","Cruzeiro","Bragantino","4-2-3-1","4-2-3-1","F. Seabra","P. Faria Caixinha","-"," Mineirão","0","0","MG","SP"
"8244","22","03/09/2023","18:30","America-MG","Santos","3-5-2","4-2-3-1","F. Bustos","D. Aguirre Camblor","America-MG","Estádio Raimundo Sampaio","2","0","MG","SP"
"8246","23","13/09/2023","21:30","Flamengo","Athletico-PR","3-4-3","4-2-3-1","J. Sampaoli Moya","W. Carvalho","Athletico-PR","Kléber Andrade","0","3","RJ","PR"
"8247","23","13/09/2023","21:30","Internacional","Sao Paulo","4-2-3-1","4-4-1-1","E. Coudet","D. Silvestre Júnior","Internacional","Estádio Beira-Rio","2","1","RS","SP"
"8248","23","14/09/2023","19:01","Santos","Cruzeiro","4-2-3-1","4-2-3-1","D. Aguirre Camblor","J. Mannarino","Cruzeiro","Estádio Urbano Caldeira","0","3","SP","MG"
"8249","23","14/09/2023","19:02","Fortaleza","Corinthians","4-2-3-1","3-4-1-2","J. Vojvoda","V. Luxemburgo da Silva","Fortaleza","Arena Castelão","2","1","CE","SP"
"8250","23","14/09/2023","20:03","Coritiba","Bahia","4-1-4-1","4-2-3-1","T. Kosloski","R. Ceni","Bahia"," Couto Pereira","2","4","PR","BA"
"8251","23","14/09/2023","21:30","Bragantino","Gremio","4-2-3-1","4-1-3-2","P. Faria Caixinha","Renato Gaúcho","Bragantino","Nabizão","2","0","SP","RS"
"8252","23","15/09/2023","20:00","Cuiaba","America-MG","4-3-3","3-5-2","A. Cardoso de Oliveira","F. Bustos","-","Arena Pantanal","2","2","MT","MG"
"8253","23","15/09/2023","21:30","Palmeiras","Goias","4-2-3-1","4-3-3","A. Moreira Ferreira","A. Evangelista Macedo Freitas","Palmeiras","Allianz Parque","1","0","SP","GO"
"8254","23","16/09/2023","16:00","Vasco","Fluminense","4-5-1","4-4-2","R. Díaz","E. de Barros","Vasco","Estádio Nilton Santos","4","2","RJ","RJ"
"8255","23","16/09/2023","21:01","Atletico-MG","Botafogo-RJ","4-2-3-1","4-2-3-1","L. Scolari","B. Nascimento","Atletico-MG","Arena MRV","1","0","MG","RJ"
"8174","15","18/09/2023","21:01","Corinthians","Gremio","4-1-4-1","4-4-2","V. Luxemburgo da Silva","Renato Gaúcho","-","Neo Química Arena","4","4","SP","RS"
"8256","24","18/09/2023","20:03","Bahia","Santos","4-2-3-1","3-4-1-2","R. Ceni","M. Fernandes","Santos","Itaipava Arena Fonte Nova","1","2","BA","SP"
"8257","24","19/09/2023","21:30","America-MG","Bragantino","3-5-2","4-2-3-1","F. Bustos","P. Faria Caixinha","Bragantino","Estádio Raimundo Sampaio","0","2","MG","SP"
"8258","24","20/09/2023","18:59","Goias","Flamengo","4-3-3","4-3-3","A. Evangelista Macedo Freitas","J. Sampaoli Moya","-","Estádio Hailé Pinheiro - Serrinha","0","0","GO","RJ"
"8259","24","20/09/2023","21:30","Fluminense","Cruzeiro","4-4-2","4-2-3-1","F. Diniz Silva","J. Mannarino","Fluminense"," Maracanã","1","0","RJ","MG"
"8260","24","20/09/2023","21:31","Sao Paulo","Fortaleza","4-2-3-1","4-2-3-1","D. Silvestre Júnior","J. Vojvoda","Fortaleza"," Morumbi","1","2","SP","CE"
"8261","24","21/09/2023","19:00","Vasco","Coritiba","4-3-3","4-4-2","R. Díaz","T. Kosloski","Vasco","Estádio São Januário","5","1","RJ","PR"
"8262","24","21/09/2023","19:30","Athletico-PR","Internacional","4-2-3-1","4-1-2-1-2","W. Carvalho","E. Coudet","Athletico-PR","Ligga Arena","2","1","PR","RS"
"8263","24","21/09/2023","21:31","Gremio","Palmeiras","4-1-3-2","4-2-3-1","Renato Gaúcho","A. Moreira Ferreira","Gremio","Arena do Grêmio","1","0","RS","SP"
"8264","24","22/09/2023","20:02","Corinthians","Botafogo-RJ","4-2-3-1","4-2-3-1","V. Luxemburgo da Silva","B. Nascimento","Corinthians","Neo Química Arena","1","0","SP","RJ"
"8265","24","23/09/2023","21:00","Atletico-MG","Cuiaba","4-2-3-1","4-3-3","L. Scolari","B. Lazaroni","Atletico-MG","Arena MRV","1","0","MG","MT"
"8175","15","25/09/2023","20:00","America-MG","Vasco","3-4-1-2","4-3-3","F. Bustos","R. Díaz","Vasco","Estádio Raimundo Sampaio","0","1","MG","RJ"
"8245","22","27/09/2023","19:00","Sao Paulo","Coritiba","4-2-3-1","4-1-4-1","D. Silvestre Júnior","T. Kosloski","Sao Paulo"," Morumbi","2","1","SP","PR"
